sgrna_id,gene_symbol,SYN-SCREEN-01_control_1,SYN-SCREEN-01_control_2,SYN-SCREEN-01_treatment_1,SYN-SCREEN-01_treatment_2,SYN-SCREEN-02_control_1,SYN-SCREEN-02_control_2,SYN-SCREEN-02_treatment_1,SYN-SCREEN-02_treatment_2,SYN-SCREEN-03_control_1,SYN-SCREEN-03_control_2,SYN-SCREEN-03_treatment_1,SYN-SCREEN-03_treatment_2,SYN-SCREEN-04_control_1,SYN-SCREEN-04_control_2,SYN-SCREEN-04_treatment_1,SYN-SCREEN-04_treatment_2,SYN-SCREEN-05_control_1,SYN-SCREEN-05_control_2,SYN-SCREEN-05_treatment_1,SYN-SCREEN-05_treatment_2,SYN-SCREEN-06_control_1,SYN-SCREEN-06_control_2,SYN-SCREEN-06_treatment_1,SYN-SCREEN-06_treatment_2,SYN-SCREEN-07_control_1,SYN-SCREEN-07_control_2,SYN-SCREEN-07_treatment_1,SYN-SCREEN-07_treatment_2,SYN-SCREEN-08_control_1,SYN-SCREEN-08_control_2,SYN-SCREEN-08_treatment_1,SYN-SCREEN-08_treatment_2
SYN-SCREEN-02_GENE044_sg1,GENE044,0,0,0,0,857,811,773,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE044_sg2,GENE044,0,0,0,0,730,741,833,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE044_sg3,GENE044,0,0,0,0,634,606,646,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE044_sg4,GENE044,0,0,0,0,801,855,743,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE045_sg1,GENE045,0,0,0,0,712,798,1280,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE045_sg2,GENE045,0,0,0,0,598,434,602,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE045_sg3,GENE045,0,0,0,0,1075,1027,979,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE045_sg4,GENE045,0,0,0,0,860,1151,1048,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE046_sg1,GENE046,0,0,0,0,836,606,664,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE046_sg2,GENE046,0,0,0,0,813,808,716,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE046_sg3,GENE046,0,0,0,0,1088,951,1086,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE046_sg4,GENE046,0,0,0,0,917,931,700,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE047_sg1,GENE047,0,0,0,0,572,488,609,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE047_sg2,GENE047,0,0,0,0,1124,1182,1039,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE047_sg3,GENE047,0,0,0,0,968,1009,1047,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE047_sg4,GENE047,0,0,0,0,691,570,738,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE048_sg1,GENE048,0,0,0,0,983,647,873,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE048_sg2,GENE048,0,0,0,0,975,774,857,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE048_sg3,GENE048,0,0,0,0,1009,715,738,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE048_sg4,GENE048,0,0,0,0,429,443,442,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE049_sg1,GENE049,0,0,0,0,805,798,654,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE049_sg2,GENE049,0,0,0,0,1318,1165,1073,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE049_sg3,GENE049,0,0,0,0,583,598,601,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE049_sg4,GENE049,0,0,0,0,1301,957,752,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE050_sg1,GENE050,0,0,0,0,625,480,627,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE050_sg2,GENE050,0,0,0,0,917,1127,1039,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE050_sg3,GENE050,0,0,0,0,773,1041,838,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE050_sg4,GENE050,0,0,0,0,887,916,877,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE051_sg1,GENE051,0,0,0,0,906,658,720,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE051_sg2,GENE051,0,0,0,0,673,599,702,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE051_sg3,GENE051,0,0,0,0,560,558,677,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE051_sg4,GENE051,0,0,0,0,809,1250,1198,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE052_sg1,GENE052,0,0,0,0,911,1187,883,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE052_sg2,GENE052,0,0,0,0,987,717,772,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE052_sg3,GENE052,0,0,0,0,824,827,905,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE052_sg4,GENE052,0,0,0,0,773,715,708,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE053_sg1,GENE053,0,0,0,0,845,848,690,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE053_sg2,GENE053,0,0,0,0,1447,1253,1256,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE053_sg3,GENE053,0,0,0,0,1457,1038,1041,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE053_sg4,GENE053,0,0,0,0,1158,1158,1222,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE054_sg1,GENE054,0,0,0,0,768,804,948,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE054_sg2,GENE054,0,0,0,0,1295,1283,1295,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE054_sg3,GENE054,0,0,0,0,530,567,683,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE054_sg4,GENE054,0,0,0,0,454,415,457,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE055_sg1,GENE055,0,0,0,0,560,524,496,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE055_sg2,GENE055,0,0,0,0,1338,1235,968,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE055_sg3,GENE055,0,0,0,0,1145,1368,1173,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE055_sg4,GENE055,0,0,0,0,920,962,1681,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE056_sg1,GENE056,0,0,0,0,1423,1099,1279,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE056_sg2,GENE056,0,0,0,0,734,937,857,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE056_sg3,GENE056,0,0,0,0,1001,1009,907,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE056_sg4,GENE056,0,0,0,0,807,783,780,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE057_sg1,GENE057,0,0,0,0,719,869,679,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE057_sg2,GENE057,0,0,0,0,473,482,408,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE057_sg3,GENE057,0,0,0,0,719,663,569,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE057_sg4,GENE057,0,0,0,0,719,834,691,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE058_sg1,GENE058,0,0,0,0,447,431,526,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE058_sg2,GENE058,0,0,0,0,1024,1208,1333,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE058_sg3,GENE058,0,0,0,0,961,1113,756,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE058_sg4,GENE058,0,0,0,0,1260,1234,1546,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE059_sg1,GENE059,0,0,0,0,557,524,426,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE059_sg2,GENE059,0,0,0,0,1259,945,797,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE059_sg3,GENE059,0,0,0,0,1131,1289,1004,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-02_GENE059_sg4,GENE059,0,0,0,0,1089,1190,1279,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE000_sg1,GENE000,0,0,0,0,0,0,0,0,671,782,2188,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE000_sg2,GENE000,0,0,0,0,0,0,0,0,786,768,2719,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE000_sg3,GENE000,0,0,0,0,0,0,0,0,827,922,2233,2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE000_sg4,GENE000,0,0,0,0,0,0,0,0,803,779,2161,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE001_sg1,GENE001,0,0,0,0,0,0,0,0,1114,1186,2897,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE001_sg2,GENE001,0,0,0,0,0,0,0,0,616,526,1761,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE001_sg3,GENE001,0,0,0,0,0,0,0,0,829,915,2412,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE001_sg4,GENE001,0,0,0,0,0,0,0,0,1157,1221,2604,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE002_sg1,GENE002,0,0,0,0,0,0,0,0,432,553,1045,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE002_sg2,GENE002,0,0,0,0,0,0,0,0,527,443,1895,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE002_sg3,GENE002,0,0,0,0,0,0,0,0,845,759,2143,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE002_sg4,GENE002,0,0,0,0,0,0,0,0,505,558,1556,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE003_sg1,GENE003,0,0,0,0,0,0,0,0,952,839,2379,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE003_sg2,GENE003,0,0,0,0,0,0,0,0,453,435,1659,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE003_sg3,GENE003,0,0,0,0,0,0,0,0,815,981,3019,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE003_sg4,GENE003,0,0,0,0,0,0,0,0,1042,1101,3540,4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE004_sg1,GENE004,0,0,0,0,0,0,0,0,477,551,1314,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE004_sg2,GENE004,0,0,0,0,0,0,0,0,561,596,1485,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE004_sg3,GENE004,0,0,0,0,0,0,0,0,1102,1127,3822,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE004_sg4,GENE004,0,0,0,0,0,0,0,0,1264,1295,3386,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE005_sg1,GENE005,0,0,0,0,0,0,0,0,838,924,2750,3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE005_sg2,GENE005,0,0,0,0,0,0,0,0,549,496,1186,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE005_sg3,GENE005,0,0,0,0,0,0,0,0,936,695,2714,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE005_sg4,GENE005,0,0,0,0,0,0,0,0,879,985,3013,3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE006_sg1,GENE006,0,0,0,0,0,0,0,0,919,920,337,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE006_sg2,GENE006,0,0,0,0,0,0,0,0,939,1061,357,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE006_sg3,GENE006,0,0,0,0,0,0,0,0,455,404,114,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE006_sg4,GENE006,0,0,0,0,0,0,0,0,412,525,167,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE007_sg1,GENE007,0,0,0,0,0,0,0,0,537,562,244,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE007_sg2,GENE007,0,0,0,0,0,0,0,0,855,974,368,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE007_sg3,GENE007,0,0,0,0,0,0,0,0,948,933,394,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE007_sg4,GENE007,0,0,0,0,0,0,0,0,909,844,323,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE008_sg1,GENE008,0,0,0,0,0,0,0,0,641,442,169,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE008_sg2,GENE008,0,0,0,0,0,0,0,0,869,965,285,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE008_sg3,GENE008,0,0,0,0,0,0,0,0,719,711,253,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE008_sg4,GENE008,0,0,0,0,0,0,0,0,685,718,187,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE009_sg1,GENE009,0,0,0,0,0,0,0,0,543,467,130,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE009_sg2,GENE009,0,0,0,0,0,0,0,0,663,717,252,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE009_sg3,GENE009,0,0,0,0,0,0,0,0,665,853,225,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE009_sg4,GENE009,0,0,0,0,0,0,0,0,803,663,303,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE010_sg1,GENE010,0,0,0,0,0,0,0,0,653,683,260,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE010_sg2,GENE010,0,0,0,0,0,0,0,0,948,892,333,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE010_sg3,GENE010,0,0,0,0,0,0,0,0,484,550,215,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE010_sg4,GENE010,0,0,0,0,0,0,0,0,1166,1000,272,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE011_sg1,GENE011,0,0,0,0,0,0,0,0,445,399,148,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE011_sg2,GENE011,0,0,0,0,0,0,0,0,795,789,270,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE011_sg3,GENE011,0,0,0,0,0,0,0,0,951,878,321,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE011_sg4,GENE011,0,0,0,0,0,0,0,0,781,826,244,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE012_sg1,GENE012,0,0,0,0,0,0,0,0,787,754,1253,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE012_sg2,GENE012,0,0,0,0,0,0,0,0,1146,1082,1737,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE012_sg3,GENE012,0,0,0,0,0,0,0,0,1057,1106,2169,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE012_sg4,GENE012,0,0,0,0,0,0,0,0,983,1299,2205,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE013_sg1,GENE013,0,0,0,0,0,0,0,0,592,641,303,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE013_sg2,GENE013,0,0,0,0,0,0,0,0,1076,1107,625,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE013_sg3,GENE013,0,0,0,0,0,0,0,0,768,1008,490,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE013_sg4,GENE013,0,0,0,0,0,0,0,0,956,1097,526,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE014_sg1,GENE014,0,0,0,0,0,0,0,0,1353,969,1639,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE014_sg2,GENE014,0,0,0,0,0,0,0,0,1079,1016,1840,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE014_sg3,GENE014,0,0,0,0,0,0,0,0,615,739,1239,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE014_sg4,GENE014,0,0,0,0,0,0,0,0,688,712,1097,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE015_sg1,GENE015,0,0,0,0,0,0,0,0,839,614,452,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE015_sg2,GENE015,0,0,0,0,0,0,0,0,631,887,585,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE015_sg3,GENE015,0,0,0,0,0,0,0,0,485,506,237,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE015_sg4,GENE015,0,0,0,0,0,0,0,0,1060,1094,827,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE016_sg1,GENE016,0,0,0,0,0,0,0,0,1084,1106,1641,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE016_sg2,GENE016,0,0,0,0,0,0,0,0,793,716,990,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE016_sg3,GENE016,0,0,0,0,0,0,0,0,1105,906,1375,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE016_sg4,GENE016,0,0,0,0,0,0,0,0,859,771,1034,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE017_sg1,GENE017,0,0,0,0,0,0,0,0,822,869,812,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE017_sg2,GENE017,0,0,0,0,0,0,0,0,778,711,727,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE017_sg3,GENE017,0,0,0,0,0,0,0,0,1382,1020,1118,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE017_sg4,GENE017,0,0,0,0,0,0,0,0,651,748,617,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE018_sg1,GENE018,0,0,0,0,0,0,0,0,902,998,993,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE018_sg2,GENE018,0,0,0,0,0,0,0,0,975,1048,1357,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE018_sg3,GENE018,0,0,0,0,0,0,0,0,790,880,731,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE018_sg4,GENE018,0,0,0,0,0,0,0,0,511,607,446,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE019_sg1,GENE019,0,0,0,0,0,0,0,0,605,643,699,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE019_sg2,GENE019,0,0,0,0,0,0,0,0,596,474,520,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE019_sg3,GENE019,0,0,0,0,0,0,0,0,448,472,533,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE019_sg4,GENE019,0,0,0,0,0,0,0,0,1006,1127,987,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE020_sg1,GENE020,0,0,0,0,0,0,0,0,1033,1069,878,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE020_sg2,GENE020,0,0,0,0,0,0,0,0,480,533,399,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-SCREEN-03_GENE020_sg3,GENE020,0,0,0,0,0,0,0,0,900,644,784,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
