gene_symbol,guide_n,median_guide_lfc,mean_guide_lfc,mean_control_count,low_count_fraction,zero_fraction_control,zero_fraction_treatment,positive_guide_fraction,negative_guide_fraction,neutral_guide_fraction,guide_lfc_mad,guide_lfc_iqr,top2_abs_lfc_mean,leave_one_guide_out_median_sd,strongest_guide_dominance,guide_direction_agreement,absolute_median_guide_lfc,absolute_mean_guide_lfc,signal_direction,is_sensitization_signal,is_neutral_signal,within_screen_effect_percentile,replicate_correlation,control_replicate_correlation,treatment_replicate_correlation,replicate_effect_sd,median_library_size,normalization_method,screen_id,contrast_id,study_id,source_family_id,raw_data_family_id,control_sample_n,treatment_sample_n,baseline_sample_n,paired_replicate_fraction,vehicle_control_present,baseline_control_present,same_infection_split,matched_control,cnv_amplification_risk_assessed,treatment_dose_reported,observed_infection_replicate_count,observed_biological_replicate_count,observed_technical_replicate_count,observed_timepoint_count,library_size_guides,target_gene_count,guides_per_gene_median,nontargeting_guide_count,library_moi,effector_moi,coverage_transduction,coverage_selection,coverage_harvest,infection_replicate_count,antibiotic_selection_days,editing_maturation_days,plasmid_reads_per_guide,plasmid_zero_guide_fraction,plasmid_skew_ratio,screen_reads_per_guide,gdna_fraction_amplified,pcr_cycle_count,exposure_days,recovery_days,endpoint_timepoint_days,minimum_declared_coverage,control_type_vehicle,control_type_untreated,control_type_baseline_t0,control_type_later_timepoint,control_type_sorted_population,control_type_matched_nontargeting,control_type_other,control_type_unknown,screen_scale_genome_wide,selection_strategy_positive_selection,selection_strategy_negative_selection,selection_strategy_bidirectional_selection,selection_strategy_competitive_growth,selection_strategy_marker_sort,selection_strategy_other,selection_strategy_unknown,independent_infection_replicates_declared,design_metadata_completeness,library_size_guides_missing,target_gene_count_missing,guides_per_gene_median_missing,nontargeting_guide_count_missing,library_moi_missing,effector_moi_missing,coverage_transduction_missing,coverage_selection_missing,coverage_harvest_missing,infection_replicate_count_missing,antibiotic_selection_days_missing,editing_maturation_days_missing,plasmid_reads_per_guide_missing,plasmid_zero_guide_fraction_missing,plasmid_skew_ratio_missing,screen_reads_per_guide_missing,gdna_fraction_amplified_missing,pcr_cycle_count_missing,exposure_days_missing,recovery_days_missing,endpoint_timepoint_days_missing,minimum_declared_coverage_missing,paired_replicate_fraction_missing,vehicle_control_present_missing,baseline_control_present_missing,same_infection_split_missing,matched_control_missing,cnv_amplification_risk_assessed_missing,observed_infection_replicate_count_missing,observed_biological_replicate_count_missing,observed_technical_replicate_count_missing,observed_timepoint_count_missing,phenotype_direction,label_code,testing_status
GENE050,4,-0.05701003681,-0.0887743383928,845.75,0,0,0,0.25,0.5,0.25,0.130421450276,0.246278836683,0.250960090251,0.0971023303213,0.556178725216,0.5,0.05701003681,0.0887743383928,neutral,0,1,0.25,0.8876139851,0.85388717081,0.921340799391,0.0744454753711,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE051,4,0.130643380708,0.142170826579,751.625,0,0,0,0.75,0,0.25,0.0262151807185,0.041294723001,0.179913453168,0.00410160763927,0.396761126465,0.75,0.130643380708,0.142170826579,resistance,0,0,0.466666666667,0.8876139851,0.85388717081,0.921340799391,0.0458144520073,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE052,4,-0.173815015877,-0.169707690564,867.625,0,0,0,0,0.75,0.25,0.0985117205669,0.140591205722,0.272326736444,0.0438464734124,0.487957916324,0.75,0.173815015877,0.169707690564,sensitization,1,0,0.6,0.8876139851,0.85388717081,0.921340799391,0.108083762439,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE053,4,-0.0705951896942,-0.082405418567,1150.5,0,0,0,0,0.5,0.5,0.0772407905408,0.123799240982,0.17145643798,0.0401237901527,0.555201139005,0.5,0.0705951896942,0.082405418567,neutral,0,1,0.316666666667,0.8876139851,0.85388717081,0.921340799391,0.0891612391471,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE054,4,0.194538231119,0.152840706396,764.5,0,0,0,0.75,0,0.25,0.0246370939335,0.0794535817205,0.219175325053,0.0151484737127,0.367242754795,0.75,0.194538231119,0.152840706396,resistance,0,0,0.666666666667,0.8876139851,0.85388717081,0.921340799391,0.0538248579694,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE055,4,0.0387642142513,0.114404063949,1006.5,0,0,0,0.25,0.25,0.5,0.123665965277,0.257360941474,0.340556503448,0.0670362858254,0.665560632493,0.25,0.0387642142513,0.114404063949,neutral,0,1,0.15,0.8876139851,0.85388717081,0.921340799391,0.195834673681,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE056,4,-0.00275328085603,0.0331522352197,974.125,0,0,0,0.25,0,0.75,0.044855378484,0.109775081612,0.132507602067,0.0335026974105,0.623957159158,0.25,0.00275328085603,0.0331522352197,neutral,0,1,0.0333333333333,0.8876139851,0.85388717081,0.921340799391,0.0355536331152,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE057,4,-0.291469582029,-0.292695009771,684.75,0,0,0,0,1,0,0.0900631926439,0.115218169715,0.383983630156,0.0276314634936,0.386552651947,1,0.291469582029,0.292695009771,sensitization,1,0,0.716666666667,0.8876139851,0.85388717081,0.921340799391,0.116252395063,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE058,4,0.0868854920448,0.0314319989966,959.75,0,0,0,0.5,0.25,0.25,0.0423750256757,0.119915173839,0.173570382333,0.0255034725523,0.379319293252,0.5,0.0868854920448,0.0314319989966,neutral,0,1,0.366666666667,0.8876139851,0.85388717081,0.921340799391,0.185560604632,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE059,4,-0.180178484359,-0.148526978915,998,0,0,0,0.25,0.75,0,0.157272374184,0.229119422425,0.337652216459,0.046413814908,0.438876730572,0.75,0.180178484359,0.148526978915,sensitization,1,0,0.616666666667,0.8876139851,0.85388717081,0.921340799391,0.1755479288,219105,median_ratio,SYN-SCREEN-02,SYN-SCREEN-02-DRUG-vs-CTRL,SYN-STUDY-02,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,0,0,1,1,0,1,2,2,,1,240,60,4,20,0.27,,475,420,365,2,7,7,200,0,4,500,1,22,14,0,14,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE000,4,1.54744050198,1.55657861074,792.25,0,0,0,1,0,0,0.0951331354782,0.173662517878,1.66084985498,0.0801261410294,0.273816549093,1,1.54744050198,1.55657861074,resistance,0,0,0.916666666667,0.906296803992,0.877313329833,0.935280278151,0.0132297976787,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,V3,tested
GENE001,4,1.46266979419,1.43084764817,945.5,0,0,0,1,0,0,0.137639843273,0.303099708976,1.60030963747,0.154311546859,0.280307928506,1,1.46266979419,1.43084764817,resistance,0,0,0.866666666667,0.906296803992,0.877313329833,0.935280278151,0.0545615145719,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,V2,tested
GENE002,4,1.47847739578,1.54960659974,577.75,0,0,0,1,0,0,0.105197723148,0.236878765083,1.72593352685,0.069919239912,0.308600553885,1,1.47847739578,1.54960659974,resistance,0,0,0.883333333333,0.906296803992,0.877313329833,0.935280278151,0.060751833154,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,V2,tested
GENE003,4,1.71982798244,1.68473721458,827.25,0,0,0,1,0,0,0.0717234468777,0.158923208649,1.79155142932,0.0601702833217,0.268760888436,1,1.71982798244,1.68473721458,resistance,0,0,1,0.906296803992,0.877313329833,0.935280278151,0.0718270118213,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,V2,tested
GENE004,4,1.42596775581,1.4414728771,871.625,0,0,0,1,0,0,0.0649891281893,0.0888340703398,1.52196712658,0.00962999563431,0.279163538571,1,1.42596775581,1.4414728771,resistance,0,0,0.833333333333,0.906296803992,0.877313329833,0.935280278151,0.0735923388777,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,F0,tested
GENE005,4,1.6829034426,1.6316777747,787.75,0,0,0,1,0,0,0.0742723396288,0.159836135492,1.75717578223,0.0396502548458,0.275346949894,1,1.6829034426,1.6316777747,resistance,0,0,0.966666666667,0.906296803992,0.877313329833,0.935280278151,0.000310158945206,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE006,4,-1.46144603186,-1.49814664709,704.375,0,0,0,0,1,0,0.0698884157563,0.155150671129,1.60473567807,0.0560741520206,0.283594347629,1,1.46144603186,1.49814664709,sensitization,1,0,0.85,0.906296803992,0.877313329833,0.935280278151,0.0441267078778,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,V2,tested
GENE007,4,-1.38857266631,-1.3599336522,820.25,0,0,0,0,1,0,0.0390630125084,0.094808736756,1.42763567881,0.0313001328006,0.264643789578,1,1.38857266631,1.3599336522,sensitization,1,0,0.816666666667,0.906296803992,0.877313329833,0.935280278151,0.0874689584272,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,V2,tested
GENE008,4,-1.6282283165,-1.68224809812,718.75,0,0,0,0,1,0,0.0676822001767,0.159676297708,1.80395007992,0.0438489630302,0.288556950901,1,1.6282283165,1.68224809812,sensitization,1,0,0.95,0.906296803992,0.877313329833,0.935280278151,0.0148597891536,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,F0,tested
GENE009,4,-1.70717373611,-1.66155649898,671.75,0,0,0,0,1,0,0.138305379865,0.302147998627,1.84547911598,0.136514911818,0.280694504724,1,1.70717373611,1.66155649898,sensitization,1,0,0.983333333333,0.906296803992,0.877313329833,0.935280278151,0.0985254871184,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,D,tested
GENE010,4,-1.56858100801,-1.50921985608,797,0,0,0,0,1,0,0.0630607590863,0.156711081633,1.6316417671,0.0395937237653,0.275044975868,1,1.56858100801,1.50921985608,sensitization,1,0,0.933333333333,0.906296803992,0.877313329833,0.935280278151,0.0625593966672,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE011,4,-1.49613145886,-1.51747406873,733,0,0,0,0,1,0,0.0346182001847,0.0804391806887,1.57343487879,0.0282651877456,0.267922194125,1,1.49613145886,1.51747406873,sensitization,1,0,0.9,0.906296803992,0.877313329833,0.935280278151,0.0621052234396,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE012,4,0.793551830465,0.804792557802,1026.75,0,0,0,1,0,0,0.0662874226543,0.119375558836,0.882320707794,0.0483212255219,0.288658911937,1,0.793551830465,0.804792557802,resistance,0,0,0.783333333333,0.906296803992,0.877313329833,0.935280278151,0.0155296028321,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,F0,tested
GENE013,4,-0.93404207691,-0.910745843985,905.625,0,0,0,0,1,0,0.0903790392979,0.187435558395,1.02442111621,0.0851710421535,0.285765747988,1,0.93404207691,0.910745843985,sensitization,1,0,0.8,0.906296803992,0.877313329833,0.935280278151,0.0426052014572,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,F0,tested
GENE014,4,0.752512290367,0.758588462525,896.375,0,0,0,1,0,0,0.0826712969101,0.157753339609,0.847335931593,0.0796811158653,0.287756057932,1,0.752512290367,0.758588462525,resistance,0,0,0.766666666667,0.906296803992,0.877313329833,0.935280278151,0.0531700468715,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,V1,tested
GENE015,4,-0.545995667578,-0.647320112938,764.5,0,0,0,0,1,0,0.0746903802031,0.212252275368,0.823334938501,0.041843402799,0.411093653026,1,0.545995667578,0.647320112938,sensitization,1,0,0.75,0.906296803992,0.877313329833,0.935280278151,0.0239469825584,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,A,tested
GENE016,4,0.502043270486,0.49654237945,917.5,0,0,0,1,0,0,0.0257983109404,0.0488378199765,0.527841581427,0.0202518516465,0.269917179558,1,0.502043270486,0.49654237945,resistance,0,0,0.733333333333,0.906296803992,0.877313329833,0.935280278151,0.090376390552,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,T,tested
GENE017,4,-0.186905282818,-0.177611770851,872.625,0,0,0,0,1,0,0.0406619189834,0.0904693309463,0.227567201801,0.0467814221368,0.320523830851,1,0.186905282818,0.177611770851,sensitization,1,0,0.65,0.906296803992,0.877313329833,0.935280278151,0.112687918752,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE018,4,-0.085344539686,-0.0811389119921,838.875,0,0,0,0,0.5,0.5,0.154907390973,0.313736699401,0.240251930659,0.178544047391,0.377932055643,0.5,0.085344539686,0.0811389119921,neutral,0,1,0.333333333333,0.906296803992,0.877313329833,0.935280278151,0.096786773506,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE019,4,-0.0217276632481,0.00845049054203,671.375,0,0,0,0.25,0.25,0.5,0.0850866508956,0.164855401299,0.180939012758,0.0572622886083,0.476224415789,0.25,0.0217276632481,0.00845049054203,neutral,0,1,0.116666666667,0.906296803992,0.877313329833,0.935280278151,0.107013746245,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE020,4,-0.0913717895205,-0.082737545634,814.5,0,0,0,0.25,0.5,0.25,0.0912620026187,0.123323792645,0.182633792139,0.0270518001408,0.467750992998,0.5,0.0913717895205,0.082737545634,neutral,0,1,0.4,0.906296803992,0.877313329833,0.935280278151,0.0252703761736,209498.5,median_ratio,SYN-SCREEN-03,SYN-SCREEN-03-DRUG-vs-CTRL,SYN-STUDY-03,SYN-SOURCE-FAMILY-03,SYN-FAMILY-03,2,2,0,1,1,0,1,1,1,1,2,2,,1,240,60,4,20,0.29,,500,440,380,2,7,7,200,0,4,500,1,22,14,0,14,380,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
